cnpj_basic;cnpj_ordem;cnpj_dv;identifica;nome_fanta;situacao_c;data_situa;motivo_sit;data_inici;cnae_fisca;cnae_fis_1;tipo_logra;logradouro;numero;bairro;cep;cidade;estado;complement;uf;codigo_mun;ddd_1;telefone_1;endereco;Latitude;Longitude
29130729;1;64;1;-;2;20171020;0;20171020;9491000;-;ESTRADA;DORES DA MACABU;559;DORES DE MACABU;28115000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99203627;ESTRADA, DORES DA MACABU, 559, DORES DE MACABU;-21.989;-41.507
29142792;1;10;1;-;2;20171124;0;20171124;3831999;3831901,383;RUA;DOUTOR FELIPE UEBE;96;PARQUE CALIFORNIA;28013140;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27242956;RUA, DOUTOR FELIPE UEBE, 96, PARQUE CALIFORNIA;-21.757;-41.308
29142921;1;70;1;-;2;20171124;0;20171124;4520006;-;TRAVESSA;MURILO PEIXOTO;4;PARQUE ELDORADO;28090510;Campos dos Goytacazes;Rio de Janeiro;LOTE 135;RJ;5819;22;98382229;TRAVESSA, MURILO PEIXOTO, 4, PARQUE ELDORADO;-21.713;-41.308
29143218;1;87;1;-;2;20171124;0;20171124;9602501;-;RUA;AMARO SOARES;101;GOITACAZES;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97841301;RUA, AMARO SOARES, 101, GOITACAZES;-21.830;-41.284
29149470;1;1;1;HSBN TRANSPORTE E DISTRIBUIDORA;2;20171127;0;20171127;4679699;0161099,4637102,4673700,4742300,4744099,4930202,7731400;RUA;DIONISIO AUGUSTO DE OLIVEIRA;101;PARQUE JULIAO NOGUEIRA;28053622;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99367087;RUA, DIONISIO AUGUSTO DE OLIVEIRA, 101, PARQUE JULIAO NOGUEIRA;-21.751;-41.348
29150012;1;84;1;MINI MERCADO DO IVAN;2;20171127;0;20171127;4711302;4712100,4721102,4721103,4722901,4724500,4729699,4759899,4789099,5320202;AVENIDA;SAO FIDELIS;300;SANTA CRUZ;28057283;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27362875;AVENIDA, SAO FIDELIS, 300, SANTA CRUZ;-21.747;-41.341
29179148;1;17;1;-;2;20171130;0;20171130;4929902;4923001,493;RUA;PROFESSOR BERNARDINO ROCHA;52;SAO JORGE;28080176;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98042576;RUA, PROFESSOR BERNARDINO ROCHA, 52, SAO JORGE;-21.750;-41.306
29188377;1;6;1;-;2;20171201;0;20171201;1091101;-;RUA;Bagre;110;Farol de Sao Tome;28140000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27206043;RUA, Bagre, 110, Farol de Sao Tome;-22.032;-41.033
29219915;1;74;1;MOTA CONTABILIDADE;2;20231205;0;20171206;6920601;7020400,821;RUA;DOUTOR MATOS;200;PARQUE LEOPOLDINA;28051175;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98339268;RUA, DOUTOR MATOS, 200, PARQUE LEOPOLDINA;-21.748;-41.338
29224092;1;75;1;-;2;20171207;0;20171207;4781400;-;RUA;MENINO VALDEMIR MACHADO;195;PARQUE PENHA;28022150;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;22;27235742;RUA, MENINO VALDEMIR MACHADO, 195, PARQUE PENHA;-21.801;-41.296
29248984;1;6;1;-;2;20220629;0;20171212;6399200;8592903;RUA;OSVALDINO LIMA RIBEIRO;36;PARQUE JOQUEI CLUB;28020465;Campos dos Goytacazes;Rio de Janeiro;APT 09305;RJ;5819;22;98262679;RUA, OSVALDINO LIMA RIBEIRO, 36, PARQUE JOQUEI CLUB;-21.780;-41.289
29260869;1;57;1;-;2;20171213;0;20171213;4722901;-;AVENIDA;BOA VISTA;428;FAROL DE SAO TOME;28140000;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;22;27471277;AVENIDA, BOA VISTA, 428, FAROL DE SAO TOME;-22.041;-41.052
29279297;1;58;1;-;2;20171215;0;20171215;4781400;4782201;RUA;BARAO DA LAGOA DOURADA;422;CENTRO;28030012;Campos dos Goytacazes;Rio de Janeiro;LOJA 01;RJ;5819;22;30257370;RUA, BARAO DA LAGOA DOURADA, 422, CENTRO;-21.760;-41.335
29301361;1;50;1;-;2;20250114;0;20171220;4763603;5320202,732;AVENIDA;NOSSA SENHORA DO CARMO;259;PARQUE RUI BARBOSA;28025487;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99587316;AVENIDA, NOSSA SENHORA DO CARMO, 259, PARQUE RUI BARBOSA;-21.785;-41.329
29323129;1;12;1;-;2;20171226;0;20171226;4755502;-;RUA;PASTOR JOAO BARRETO;158;PARQUE CORRIENTES;28055020;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;22;99886857;RUA, PASTOR JOAO BARRETO, 158, PARQUE CORRIENTES;-21.742;-41.355
29329204;1;52;1;-;2;20250602;0;20171228;5611203;5611201,5611204,5611205;RODOVIA;DEPUTADO ALAIR FERREIRA;0;GOITACAZES;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98141852;RODOVIA, DEPUTADO ALAIR FERREIRA, 0, GOITACAZES;-21.841;-41.256
29334452;1;91;1;-;2;20171229;0;20171229;4755502;4755503,4721103,4789099,4723700,4729699,4763604,4772500;RUA;PASTOR JURANDIR GONCALVES ROCHA;103;PARQUE SAO DOMINGOS;28085280;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27223600;RUA, PASTOR JURANDIR GONCALVES ROCHA, 103, PARQUE SAO DOMINGOS;-21.724;-41.303
29346812;1;75;1;-;2;20180103;0;20180103;1521100;4789001,3212400,4782202,3299099;RUA;BARAO DE MIRACEMA;255;CENTRO;28035301;Campos dos Goytacazes;Rio de Janeiro;APT 1306;RJ;5819;22;99329775;RUA, BARAO DE MIRACEMA, 255, CENTRO;-21.759;-41.329
29347232;1;0;1;IONF - INSTITUTO ODONTOLOGICO DO NORTE FLUMINENSE;2;20180103;0;20180103;8630504;8599604,86;RUA;CORNELIO BASTOS;19;PARQUE AVENIDA PELINCA;28030460;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;81238049;RUA, CORNELIO BASTOS, 19, PARQUE AVENIDA PELINCA;-21.762;-41.331
29351869;1;62;1;MIRA NO SOL ENERGIA SOLAR;2;20210427;0;20180103;7319002;3313901,4321500,4619200;RUA;OSVALDINO LIMA RIBEIRO;36;PARQUE JOQUEI CLUB;28020465;Campos dos Goytacazes;Rio de Janeiro;BLOCO 09 AP 302;RJ;5819;22;97755706;RUA, OSVALDINO LIMA RIBEIRO, 36, PARQUE JOQUEI CLUB;-21.780;-41.289
29347883;1;92;1;-;2;20180103;0;20180103;5612100;-;RUA;DOUTOR BEDA;304;PARQUE ROSARIO;28027818;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99799981;RUA, DOUTOR BEDA, 304, PARQUE ROSARIO;-21.775;-41.324
29428867;1;24;1;-;2;20180113;0;20180113;9602501;4772500;RUA;TENENTE-CORONEL CARDOSO;8;PARQUE CALIFORNIA;28013462;Campos dos Goytacazes;Rio de Janeiro;CASA 03;RJ;5819;22;97000680;RUA, TENENTE-CORONEL CARDOSO, 8, PARQUE CALIFORNIA;-21.763;-41.313
29457540;1;80;1;-;2;20180117;0;20180117;4712100;-;10A RUA;NOSSA SENHORA PERPETUO SOCORRO;6;SANTO AMARO DE CAMPOS;28140000;Campos dos Goytacazes;Rio de Janeiro;CASA BAIXO;RJ;5819;22;98856296;10A RUA, NOSSA SENHORA PERPETUO SOCORRO, 6, SANTO AMARO DE CAMPOS;-21.768;-41.327
29483894;1;8;1;MERCADO BOM;2;20180119;0;20180119;4712100;7739099,821;AVENIDA;POCO GORDO;15;POCO GORDO;28145000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99907599;AVENIDA, POCO GORDO, 15, POCO GORDO;-21.830;-41.230
29497528;1;8;1;-;2;20240904;0;20180122;5320202;5611201;RUA;DOUTOR ALVARO DE LACERDA;39;CENTRO;28013440;Campos dos Goytacazes;Rio de Janeiro;ANEXO;RJ;5819;22;99517936;RUA, DOUTOR ALVARO DE LACERDA, 39, CENTRO;-21.761;-41.315
29504650;1;56;1;-;2;20180123;0;20180123;5620104;5612100,109;AVENIDA;PELINCA;0;CENTRO;28035175;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99109452;AVENIDA, PELINCA, SN, CENTRO;-21.760;-41.332
29504960;1;70;1;D. E F. PATRIMONIAL;2;20180123;0;20180123;6462000;6463800;RUA;VOLUNTARIOS DA PATRIA;426;PARQUE AVENIDA PELINCA;28030260;Campos dos Goytacazes;Rio de Janeiro;APT 1108 PARTE;RJ;5819;22;27339709;RUA, VOLUNTARIOS DA PATRIA, 426, PARQUE AVENIDA PELINCA;-21.760;-41.332
29507855;1;95;1;-;2;20210506;0;20180123;4330404;4321500,4322301,4330499,4399103;RUA;HEITOR SILVA;46;CENTRO;28030440;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;92455136;RUA, HEITOR SILVA, 46, CENTRO;-21.764;-41.331
29516810;1;87;1;-;2;20180124;0;20180124;4330403;4744099,433;RUA;MESSIAS URBANO DOS SANTOS;3;PARQUE VICENTE GONCALVES DIAS;28080225;Campos dos Goytacazes;Rio de Janeiro;LOJA A;RJ;5819;22;98915883;RUA, MESSIAS URBANO DOS SANTOS, 3, PARQUE VICENTE GONCALVES DIAS;-21.749;-41.312
29517290;1;27;1;-;2;20180124;0;20180124;4781400;-;RUA;DOUTOR LUIZ AUGUSTO NUNES TEIXEIRA;54;PARQUE JOAO MARIA;28024415;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97848740;RUA, DOUTOR LUIZ AUGUSTO NUNES TEIXEIRA, 54, PARQUE JOAO MARIA;-21.784;-41.319
29558344;1;0;1;-;2;20180129;0;20180129;5611203;-;RUA;A;62;PARQUE PRAZERES;28085735;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27330082;RUA, A, 62, PARQUE PRAZERES;-21.715;-41.293
29590135;1;36;1;CONDOMINIO RESIDENCIAL NICE;2;20171110;0;20171110;8112500;-;RUA;FRANCISCO LUIZ RODRIGUES;64;PARQUE JULIAO NOGUEIRA;28053600;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27242156;RUA, FRANCISCO LUIZ RODRIGUES, 64, PARQUE JULIAO NOGUEIRA;-21.749;-41.350
29615914;1;49;1;AUGUSTO REPRESENTACOES;2;20211201;0;20180205;4618499;-;RUA;DOUTOR FERNANDO ALVARENGA;41;PARQUE CALABOUCO;28083130;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97660327;RUA, DOUTOR FERNANDO ALVARENGA, 41, PARQUE CALABOUCO;-21.738;-41.317
29625400;1;74;1;-;2;20240331;0;20180206;9001906;7732201,4744003,4330404,8592902,8230001,4751201,4322302,4321500,4322301,4329105,4763602,4763601,4761003,4789005;RUA;JOSE OSORIO DA SILVA;29;PARQUE LEOPOLDINA;28055190;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99686464;RUA, JOSE OSORIO DA SILVA, 29, PARQUE LEOPOLDINA;-21.746;-41.359
29634971;1;75;1;AUTO ELETRICA SILVANO;2;20180206;0;20180206;4530703;4520003;RUA;SEBASTIAO SILVANO;87;GOITACAZES;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99237479;RUA, SEBASTIAO SILVANO, 87, GOITACAZES;-21.831;-41.265
14002479;2;90;2;PARQUE JARDIM DAS ACACIAS;2;20171019;0;20171019;4110700;-;ESTRADA;SANTA ROSA;0;PARQUE SANTA CLARA;28085500;Campos dos Goytacazes;Rio de Janeiro;LOTE 01 E 02 QUADRA17;RJ;5819;31;36158052;ESTRADA, SANTA ROSA, 15707, PARQUE SANTA CLARA;-21.735;-41.310
29656148;1;60;1;-;2;20180208;0;20180208;8592999;4783101,4789001,1629301;RUA;VISCONDE DO CRUZEIRO;25;PARQUE ROSARIO;28027095;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99279754;RUA, VISCONDE DO CRUZEIRO, 25, PARQUE ROSARIO;-21.772;-41.329
16648049;2;76;2;MASTER PET;2;20180209;0;20180209;4789004;4713004;ESTRADA;BEIRA DO TAI;0;4 DISTRITO;28145970;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97018772;ESTRADA, BEIRA DO TAI, SN, 4 DISTRITO;-21.790;-41.151
29698654;1;12;1;FENIX FILMS;2;20180216;0;20180216;4744005;4330405,4520007,4530701,4530703,4679604;RUA;GIL DE GOIS;28;CENTRO;28010542;Campos dos Goytacazes;Rio de Janeiro;LOJA LOJA;RJ;5819;22;99962280;RUA, GIL DE GOIS, 28, CENTRO;-21.755;-41.326
29712166;1;12;1;-;2;20230306;0;20180219;5320201;-;11A RUA;BETRALDO MANHAES;16;GOITACAZES;28110000;Campos dos Goytacazes;Rio de Janeiro;CASA CASA;RJ;5819;22;97504809;11A RUA, BETRALDO MANHAES, 16, GOITACAZES;-21.831;-41.272
25125373;2;9;2;PARQUE JARDIM DOS JATOBAS;2;20180108;0;20180108;4110700;-;ESTRADA;SANTA ROSA;174;PARQUE SANTA CLARA;28085500;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;31;36158825;ESTRADA, SANTA ROSA, 174, PARQUE SANTA CLARA;-21.736;-41.310
29739346;1;98;1;VALENTE FASHION;2;20180221;0;20180221;4781400;4755503,4755502,4759801,4782201;ESTRADA;CAMPO NOVO;506;CAMPO NOVO;28145000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99684683;ESTRADA, CAMPO NOVO, 506, CAMPO NOVO;-21.768;-41.190
29752220;1;53;1;-;2;20240904;0;20180222;7319002;-;AVENIDA;JOSE ALVES DE AZEVEDO;801;PARQUE ROSARIO;28026621;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99692807;AVENIDA, JOSE ALVES DE AZEVEDO, 801, PARQUE ROSARIO;-21.775;-41.332
26623411;1;27;1;RAPID GAS;2;20161128;0;20161128;4784900;4930203;ESTRADA;CARVAO;0;PARQUE AURORA;28026450;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27316171;ESTRADA, CARVAO, S/N, PARQUE AURORA;-21.818;-41.341
28832084;1;49;1;TRIBUNA NF;2;20171010;0;20171010;5822101;5822102,5823900,6319400,6399200,7311400,7312200,7320300;RUA;ARLINDO GREGORY BARBEITAS;68;PARQUE VICENTE GONCALVES DIAS;28080195;Campos dos Goytacazes;Rio de Janeiro;QUADRAC LOTE 14;RJ;5819;22;98418413;RUA, ARLINDO GREGORY BARBEITAS, 68, PARQUE VICENTE GONCALVES DIAS;-21.750;-41.313
28893537;1;47;1;VISADA TOPOGRAFIA;2;20171019;0;20171019;7119701;4120400;RUA;MARCILIO MARTINS;264;CENTRO;28026855;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99739513;RUA, MARCILIO MARTINS, 264, CENTRO;-21.784;-41.320
29807308;1;25;1;-;2;20180228;0;20180228;8599604;9511800,6190699,8592999,3321000,8230001,7739099,7721700,4781400,4751201,4322302,8599603,4761003,4782201,4789005;RUA;PATRICIO MENEZES;153;CUSTODOPOLIS;28085070;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;88256650;RUA, PATRICIO MENEZES, 153, CUSTODOPOLIS;-21.725;-41.313
29829128;1;44;1;-;2;20180302;0;20180302;4761003;4752100,4789099,4755502,4753900,1822901,4761001,4789007,3299002;RUA;VICTOR SENCE;193;PARQUE VICENTE GONCALVES DIAS;28080296;Campos dos Goytacazes;Rio de Janeiro;LOJA 1;RJ;5819;22;27280157;RUA, VICTOR SENCE, 193, PARQUE VICENTE GONCALVES DIAS;-21.748;-41.319
29842094;1;28;1;-;2;20180215;0;20180215;9609299;8129000;RUA;BARAO DE MIRACEMA;255;CENTRO;28035301;Campos dos Goytacazes;Rio de Janeiro;APT 506;RJ;5819;22;97211751;RUA, BARAO DE MIRACEMA, 255, CENTRO;-21.759;-41.329
29843047;1;7;1;RD CONSTRUCOES;2;20180205;0;20180205;4120400;4221902,4321500,4329199,4330402,4330404,4330405,4330499,4399103,4399199;RUA;JOAO CANDIDO;0;PARQUE JOQUEI CLUB;28020306;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;21309585;RUA, JOAO CANDIDO, SN, PARQUE JOQUEI CLUB;-21.783;-41.300
29864713;1;85;1;-;2;20180307;0;20180307;9602501;-;RUA;JOAO ALVES;0;MINEIROS;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98069316;RUA, JOAO ALVES, SN, MINEIROS;-21.880;-41.221
29906565;1;14;1;-;2;20180312;0;20180312;9602501;9602502;RUA;JOSE BERNARDINO;29;PARQUE TURF CLUB;28024120;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;30254182;RUA, JOSE BERNARDINO, 29, PARQUE TURF CLUB;-21.773;-41.317
29913783;1;86;1;-;2;20180312;0;20180312;4774100;-;RUA;NAZARIO PEREIRA GOMES;649;PARQUE GUARUS;28070205;Campos dos Goytacazes;Rio de Janeiro;LOJA 1;RJ;5819;22;99657763;RUA, NAZARIO PEREIRA GOMES, 649, PARQUE GUARUS;-21.727;-41.324
29917592;1;92;1;-;2;20180313;0;20180313;4781400;4541206,4789001,4763603,4772500,4782201;RUA;PADRE CARMELO;200;PARQUE CALIFORNIA;28013045;Campos dos Goytacazes;Rio de Janeiro;FUNDOS;RJ;5819;22;27364548;RUA, PADRE CARMELO, 200, PARQUE CALIFORNIA;-21.765;-41.307
29931958;1;88;1;-;2;20180314;0;20180314;5611204;-;ESTRADA;DO ACUCAR;467;PARQUE PENHA;28022560;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98506044;ESTRADA, DO ACUCAR, 467, PARQUE PENHA;-21.797;-41.291
29942428;1;35;1;IGREJA ASSEMBLEIA DE DEUS MINISTERIO FILADELFIA;2;20180207;0;20180207;9491000;-;RODOVIA;AMARAL PEIXOTO;0;11 DISTRITO;28115000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98191570;RODOVIA, AMARAL PEIXOTO, SN, 11 DISTRITO;-21.814;-41.397
29955231;1;30;1;-;2;20180316;0;20180316;4755503;4759801;RUA;CAIO PRADO JUNIOR;57;PARQUE NOVO JOCKEY;28020827;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;22;98944796;RUA, CAIO PRADO JUNIOR, 57, PARQUE NOVO JOCKEY;-21.778;-41.282
30406524;7;33;2;-;2;20180319;0;20180319;8640201;8640202;AVENIDA;SETE DE SETEMBRO;430;CENTRO;28010562;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27233983;AVENIDA, SETE DE SETEMBRO, 430, CENTRO;-21.758;-41.322
29993646;1;7;1;-;2;20180321;0;20180321;4321500;-;RUA;ANTONIO SIQUEIRA DA ROCHA;43;VIVENDAS DO COQUEIRO I;28021309;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97285667;RUA, ANTONIO SIQUEIRA DA ROCHA, 43, VIVENDAS DO COQUEIRO I;-21.788;-41.289
29993674;1;16;1;-;2;20180321;0;20180321;6204000;7020400;RUA;DOUTOR PINTO FILHO;384;PARQUE AURORA;28026200;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99256844;RUA, DOUTOR PINTO FILHO, 384, PARQUE AURORA;-21.781;-41.330
29996183;1;29;1;-;2;20180321;0;20180321;8219901;1340599;AVENIDA;DOUTOR HELIO MONTEZZANO DE OLIVEIRA;51;PARQUE GUARUS;28073060;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99566204;AVENIDA, DOUTOR HELIO MONTEZZANO DE OLIVEIRA, 51, PARQUE GUARUS;-21.719;-41.314
30012144;1;29;1;GLOBAL TELECOM RJ;2;20180322;0;20180322;8211300;-;AVENIDA;ALBERTO TORRES;371;CENTRO;28035581;Campos dos Goytacazes;Rio de Janeiro;SALA 307 B;RJ;5819;22;81189787;AVENIDA, ALBERTO TORRES, 371, CENTRO;-21.753;-41.332
30014387;1;4;1;-;2;20220711;0;20180322;4772500;2599301,44;RUA;NAZARIO PEREIRA GOMES;36;PARQUE GUARUS;28070205;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98015596;RUA, NAZARIO PEREIRA GOMES, 36, PARQUE GUARUS;-21.737;-41.333
28016959;1;34;1;-;2;20170622;0;20170622;7319003;4616800,732;RUA;TENENTE CORONEL CARDOSO;789;CENTRO;28035042;Campos dos Goytacazes;Rio de Janeiro;APT 302;RJ;5819;24;98315910;RUA, TENENTE CORONEL CARDOSO, 789, CENTRO;-21.757;-41.333
30039284;1;90;1;-;2;20180326;0;20180326;4742300;8020002,6190699,4744003,8299707,4757100,4752100,4751201,4321500,4759899,4322302,3313999,4754703,4753900;RUA;ELOI ORNELAS;350;PARQUE LEOPOLDINA;28051205;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99834890;RUA, ELOI ORNELAS, 350, PARQUE LEOPOLDINA;-21.751;-41.343
30056221;1;42;1;-;2;20180328;0;20180328;9602502;-;RUA;ULISSES GUIMARAES;160;PARQUE NOVO JOCKEY;28020845;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27338408;RUA, ULISSES GUIMARAES, 160, PARQUE NOVO JOCKEY;-21.781;-41.280
30059057;1;27;1;-;2;20180328;0;20180328;9602501;9602502,477;RUA;DOUTOR ARNALDO ROSA VIANA;79;PARQUE JOQUEI CLUB;28020250;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;30252324;RUA, DOUTOR ARNALDO ROSA VIANA, 79, PARQUE JOQUEI CLUB;-21.779;-41.296
30070881;1;88;1;-;2;20250215;0;20180329;4520007;-;RUA;JOAO ALBERTO;9;PARQUE JARDIM CARIOCA;28080440;Campos dos Goytacazes;Rio de Janeiro;CONJ Loja;RJ;5819;22;99244809;RUA, JOAO ALBERTO, 9, PARQUE JARDIM CARIOCA;-21.748;-41.325
30071151;1;0;1;-;2;20180329;0;20180329;5620101;5620104,5620102,5612100,8230001,5611201,5611204;RUA;PRINCIPAL S/N;2;CONSELHEIRO JOSINO;28165971;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;22;27213092;RUA, PRINCIPAL S/N, 2, CONSELHEIRO JOSINO;-21.500;-41.344
30087681;1;38;1;-;2;20180402;0;20180402;8219999;4781400;AVENIDA;ANITA PECANHA;17;PARQUE SAO CAETANO;28030335;Campos dos Goytacazes;Rio de Janeiro;APT 601;RJ;5819;31;25527176;AVENIDA, ANITA PECANHA, 17, PARQUE SAO CAETANO;-21.757;-41.345
30116098;1;8;1;-;2;20180405;0;20180405;9700500;-;ESTRADA;DO BUGALHO;0;BUGALHO - GOITACAZES;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27330129;ESTRADA, DO BUGALHO, S/N, BUGALHO - GOITACAZES;-21.839;-41.256
28653396;1;95;1;-;2;20170915;0;20170915;1412601;1412602,33;RUA;PRINCESA ISABEL;256;PARQUE ROSARIO;28024152;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99093238;RUA, PRINCESA ISABEL, 256, PARQUE ROSARIO;-21.773;-41.324
30168669;1;58;1;-;2;20180411;0;20180411;9602501;-;TRAVESSA;JOAO SEIXAS;23;PARQUE ROSARIO;28027305;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99384565;TRAVESSA, JOAO SEIXAS, 23, PARQUE ROSARIO;-21.772;-41.324
30185630;1;49;1;-;2;20180412;0;20180412;4520001;2539001;RODOVIA;BR 101 KM 14;0;TRAVESSAO;28175000;Campos dos Goytacazes;Rio de Janeiro;LOJA;RJ;5819;22;27482013;RODOVIA, BR 101 KM 14, S/N, TRAVESSAO;-21.607;-41.317
30231504;1;83;1;-;2;20210520;0;20180418;1412601;8712300;TRAVESSA;Santa Helena;33;Baixa Grande;28140000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99813205;TRAVESSA, Santa Helena, 33, Baixa Grande;-21.949;-41.135
30254126;1;53;1;-;2;20180419;0;20180419;5612100;-;RUA;IRMA DJANIRA MORAES;99;PARQUE SANTA ROSA;28085250;Campos dos Goytacazes;Rio de Janeiro;CASA 4;RJ;5819;22;27000000;RUA, IRMA DJANIRA MORAES, 99, PARQUE SANTA ROSA;-21.727;-41.308
30258134;1;78;1;-;2;20210507;0;20180420;5611203;5611201,562;AVENIDA;SENADOR JOSE CARLOS PEREIRA PINTO;868;CALABOUCO;28080420;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27229583;AVENIDA, SENADOR JOSE CARLOS PEREIRA PINTO, 868, CALABOUCO;-21.731;-41.315
30263337;1;52;1;-;2;20180420;0;20180420;4781400;4789099;RUA;AIRES DE SOUZA;303;PARQUE RODOVIARIO;28051320;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27892141;RUA, AIRES DE SOUZA, 303, PARQUE RODOVIARIO;-21.757;-41.351
30266171;1;28;1;-;2;20230418;0;20180421;4321500;-;RUA;DOUTOR JOAO MARIA;113;PARQUE JOAO MARIA;28027310;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27215113;RUA, DOUTOR JOAO MARIA, 113, PARQUE JOAO MARIA;-21.772;-41.318
30278784;1;85;1;-;2;20180423;0;20180423;4399103;4330405,162;RUA;DOMINGOS AZEVEDO;12;PARQUE PENHA;28021210;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27361220;RUA, DOMINGOS AZEVEDO, 12, PARQUE PENHA;-21.797;-41.287
30283361;1;53;1;ICARO ANG SIQUEIRA CAMPOS DE SOUZA;2;20180424;0;20180424;6201501;6202300,6203100,6204000,6209100,6319400,6399200,7319002,8599603;RUA;AURELIO FRANCISCO GOMES;130;PARQUE FLAMBOYANT;28015210;Campos dos Goytacazes;Rio de Janeiro;APT 104;RJ;5819;22;99749791;RUA, AURELIO FRANCISCO GOMES, 130, PARQUE FLAMBOYANT;-21.773;-41.306
30296564;1;84;1;-;2;20180425;0;20180425;5620104;5612100;RUA;JUIZ ANTONIO BRAGA;129;PARQUE GUARUS;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98610078;RUA, JUIZ ANTONIO BRAGA, 129, PARQUE GUARUS;-21.726;-41.305
30305947;1;71;1;-;2;20180326;0;20180326;9491000;-;RUA;LAURA COUTINHO LISBOA;0;QUILOMBO;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27368358;RUA, LAURA COUTINHO LISBOA, S/N, QUILOMBO;-21.966;-41.469
28097103;15;36;2;FABRICA DE OCULOS;2;20180418;0;20180418;4774100;-;AVENIDA;SETE DE SETEMBRO;459;CENTRO;28010561;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27222788;AVENIDA, SETE DE SETEMBRO, 459, CENTRO;-21.758;-41.322
30322830;1;4;1;-;2;20230424;0;20180427;4781400;-;RUA;VOLUNTARIOS DA PATRIA;105;CENTRO;28035260;Campos dos Goytacazes;Rio de Janeiro;APT 404;RJ;5819;22;27320000;RUA, VOLUNTARIOS DA PATRIA, 105, CENTRO;-21.753;-41.329
